user_id,user_name,ratings,to_read
222,Michelle Wang,"[{'book': {'book_id': 209, 'goodreads_book_id': 23807, 'work_id': 22533, 'authors': ['Thomas Harris'], 'title': 'The Silence of the Lambs', 'isbn': '99446782', 'isbn13': 9780099446780.0, 'language_code': 'eng', 'average_rating': 4.14, 'ratings_count': 351107, 'image_url': 'https://images.gr-assets.com/books/1390426249m/23807.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 14821, 'tag_name': 'horror'}]}, 'rating': 5}, {'book': {'book_id': 50, 'goodreads_book_id': 30119, 'work_id': 30518, 'authors': ['Shel Silverstein'], 'title': 'Where the Sidewalk Ends: The Poems and Drawings of Shel Silverstein', 'isbn': '60513039', 'isbn13': 9780060513030.0, 'language_code': 'eng', 'average_rating': 4.29, 'ratings_count': 1016888, 'image_url': 'https://images.gr-assets.com/books/1168052448m/30119.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 23831, 'tag_name': 'poetry'}]}, 'rating': 4}]","[{'book': {'book_id': 6937, 'goodreads_book_id': 840, 'work_id': 18518, 'authors': ['Donald A. Norman'], 'title': 'The Psychology of Everyday Things', 'isbn': '465067107', 'isbn13': 9780465067110.0, 'language_code': 'en-US', 'average_rating': 4.18, 'ratings_count': 11838, 'image_url': 'https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}]}}, {'book': {'book_id': 6937, 'goodreads_book_id': 840, 'work_id': 18518, 'authors': ['Donald A. Norman'], 'title': 'The Psychology of Everyday Things', 'isbn': '465067107', 'isbn13': 9780465067110.0, 'language_code': 'en-US', 'average_rating': 4.18, 'ratings_count': 11838, 'image_url': 'https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}]}}]"
223,Lindsay Marks MD,"[{'book': {'book_id': 85, 'goodreads_book_id': 370493, 'work_id': 30530, 'authors': ['Shel Silverstein'], 'title': 'The Giving Tree', 'isbn': '60256656', 'isbn13': 9780060256650.0, 'language_code': 'eng', 'average_rating': 4.38, 'ratings_count': 702332, 'image_url': 'https://images.gr-assets.com/books/1174210942m/370493.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 11557, 'tag_name': 'favorites'}]}, 'rating': 5}, {'book': {'book_id': 495, 'goodreads_book_id': 4953, 'work_id': 42857, 'authors': ['Dave Eggers'], 'title': 'A Heartbreaking Work of Staggering Genius', 'isbn': '375725784', 'isbn13': 9780375725780.0, 'language_code': 'eng', 'average_rating': 3.68, 'ratings_count': 145459, 'image_url': 'https://images.gr-assets.com/books/1327714834m/4953.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}]}, 'rating': 4}]","[{'book': {'book_id': 7205, 'goodreads_book_id': 95643, 'work_id': 92181, 'authors': ['Rory Stewart'], 'title': 'The Places In Between', 'isbn': '156031566', 'isbn13': 9780156031560.0, 'language_code': 'en-US', 'average_rating': 3.88, 'ratings_count': 11445, 'image_url': 'https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 31155, 'tag_name': 'travel'}]}}, {'book': {'book_id': 7205, 'goodreads_book_id': 95643, 'work_id': 92181, 'authors': ['Rory Stewart'], 'title': 'The Places In Between', 'isbn': '156031566', 'isbn13': 9780156031560.0, 'language_code': 'en-US', 'average_rating': 3.88, 'ratings_count': 11445, 'image_url': 'https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 31155, 'tag_name': 'travel'}]}}]"
226,David Robbins,"[{'book': {'book_id': 1135, 'goodreads_book_id': 11012, 'work_id': 260248, 'authors': ['James Joyce', 'Jeri Johnson'], 'title': 'Dubliners', 'isbn': '192839993', 'isbn13': 9780192839990.0, 'language_code': 'eng', 'average_rating': 3.85, 'ratings_count': 73140, 'image_url': 'https://images.gr-assets.com/books/1334138184m/11012.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}]}, 'rating': 4}, {'book': {'book_id': 4640, 'goodreads_book_id': 11449, 'work_id': 346642, 'authors': ['Raymond Carver'], 'title': 'Cathedral', 'isbn': '679723692', 'isbn13': 9780679723690.0, 'language_code': 'eng', 'average_rating': 4.3, 'ratings_count': 18378, 'image_url': 'https://images.gr-assets.com/books/1421615759m/11449.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 27669, 'tag_name': 'short-stories'}]}, 'rating': 5}]",
228,Tammy Conrad,"[{'book': {'book_id': 3246, 'goodreads_book_id': 11289, 'work_id': 13799, 'authors': ['Dan Simmons'], 'title': 'The Rise of Endymion', 'isbn': '553572989', 'isbn13': 9780553572990.0, 'language_code': 'eng', 'average_rating': 4.16, 'ratings_count': 30135, 'image_url': 'https://images.gr-assets.com/books/1329609799m/11289.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 26837, 'tag_name': 'science-fiction'}]}, 'rating': 5}, {'book': {'book_id': 3628, 'goodreads_book_id': 24812, 'work_id': 25599, 'authors': ['Bill Watterson'], 'title': 'The Complete Calvin and Hobbes', 'isbn': '740748475', 'isbn13': 9780740748480.0, 'language_code': 'eng', 'average_rating': 4.82, 'ratings_count': 28900, 'image_url': 'https://images.gr-assets.com/books/1473064526m/24812.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 11557, 'tag_name': 'favorites'}]}, 'rating': 5}]","[{'book': {'book_id': 1519, 'goodreads_book_id': 827, 'work_id': 2181158, 'authors': ['Neal Stephenson'], 'title': 'The Diamond Age', 'isbn': '553380966', 'isbn13': 9780553380960.0, 'language_code': 'eng', 'average_rating': 4.19, 'ratings_count': 61836, 'image_url': 'https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 26837, 'tag_name': 'science-fiction'}]}}, {'book': {'book_id': 1519, 'goodreads_book_id': 827, 'work_id': 2181158, 'authors': ['Neal Stephenson'], 'title': 'The Diamond Age', 'isbn': '553380966', 'isbn13': 9780553380960.0, 'language_code': 'eng', 'average_rating': 4.19, 'ratings_count': 61836, 'image_url': 'https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 26837, 'tag_name': 'science-fiction'}]}}]"
229,Linda Andrews,"[{'book': {'book_id': 378, 'goodreads_book_id': 33917, 'work_id': 16171, 'authors': ['Jhumpa Lahiri'], 'title': 'The Namesake', 'isbn': '618485228', 'isbn13': 9780618485220.0, 'language_code': 'en-US', 'average_rating': 3.96, 'ratings_count': 184211, 'image_url': 'https://images.gr-assets.com/books/1480106986m/33917.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 15453, 'tag_name': 'india'}]}, 'rating': 4}, {'book': {'book_id': 78, 'goodreads_book_id': 5139, 'work_id': 38765, 'authors': ['Lauren Weisberger'], 'title': 'The Devil Wears Prada', 'isbn': '307275558', 'isbn13': 9780307275550.0, 'language_code': 'eng', 'average_rating': 3.7, 'ratings_count': 665930, 'image_url': 'https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 6750, 'tag_name': 'chick-lit'}]}, 'rating': 3}]","[{'book': {'book_id': 9542, 'goodreads_book_id': 91439, 'work_id': 159793, 'authors': ['Louise Erdrich'], 'title': 'The Beet Queen', 'isbn': '60835273', 'isbn13': 9780060835280.0, 'language_code': 'en-US', 'average_rating': 3.89, 'ratings_count': 10495, 'image_url': 'https://images.gr-assets.com/books/1358758806m/91439.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 11743, 'tag_name': 'fiction'}]}}, {'book': {'book_id': 9542, 'goodreads_book_id': 91439, 'work_id': 159793, 'authors': ['Louise Erdrich'], 'title': 'The Beet Queen', 'isbn': '60835273', 'isbn13': 9780060835280.0, 'language_code': 'en-US', 'average_rating': 3.89, 'ratings_count': 10495, 'image_url': 'https://images.gr-assets.com/books/1358758806m/91439.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 11743, 'tag_name': 'fiction'}]}}]"
230,Mrs. Cynthia Martinez DVM,"[{'book': {'book_id': 3504, 'goodreads_book_id': 67, 'work_id': 1062798, 'authors': ['Edward P. Jones'], 'title': 'The Known World', 'isbn': '61159174', 'isbn13': 9780061159180.0, 'language_code': 'eng', 'average_rating': 3.82, 'ratings_count': 26550, 'image_url': 'https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}]}, 'rating': 5}, {'book': {'book_id': 38, 'goodreads_book_id': 14050, 'work_id': 2153746, 'authors': ['Audrey Niffenegger'], 'title': ""The Time Traveler's Wife"", 'isbn': '965818675', 'isbn13': 9780965818670.0, 'language_code': 'eng', 'average_rating': 3.95, 'ratings_count': 746287, 'image_url': 'https://images.gr-assets.com/books/1437728815m/14050.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 11743, 'tag_name': 'fiction'}]}, 'rating': 5}]","[{'book': {'book_id': 779, 'goodreads_book_id': 5211, 'work_id': 865827, 'authors': ['Rohinton Mistry'], 'title': 'A Fine Balance', 'isbn': '140003065X', 'isbn13': 9781400030650.0, 'language_code': 'eng', 'average_rating': 4.34, 'ratings_count': 99252, 'image_url': 'https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 11743, 'tag_name': 'fiction'}]}}, {'book': {'book_id': 779, 'goodreads_book_id': 5211, 'work_id': 865827, 'authors': ['Rohinton Mistry'], 'title': 'A Fine Balance', 'isbn': '140003065X', 'isbn13': 9781400030650.0, 'language_code': 'eng', 'average_rating': 4.34, 'ratings_count': 99252, 'image_url': 'https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 11743, 'tag_name': 'fiction'}]}}]"
232,Thomas Johnson,"[{'book': {'book_id': 1485, 'goodreads_book_id': 21704, 'work_id': 434, 'authors': ['James Ellroy'], 'title': 'The Black Dahlia', 'isbn': '446698873', 'isbn13': 9780446698870.0, 'language_code': 'en-US', 'average_rating': 3.75, 'ratings_count': 61412, 'image_url': 'https://images.gr-assets.com/books/1387048173m/21704.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 20939, 'tag_name': 'mystery'}]}, 'rating': 4}, {'book': {'book_id': 5374, 'goodreads_book_id': 26101, 'work_id': 3838, 'authors': ['Milan Kundera', 'Suzanne Rappaport'], 'title': 'Směšné lásky ', 'isbn': '571206921', 'isbn13': 9780571206930.0, 'language_code': 'eng', 'average_rating': 3.86, 'ratings_count': 12984, 'image_url': 'https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}]}, 'rating': 3}]","[{'book': {'book_id': 1657, 'goodreads_book_id': 6759, 'work_id': 3271542, 'authors': ['David Foster Wallace'], 'title': 'Infinite Jest', 'isbn': '316921173', 'isbn13': 9780316921180.0, 'language_code': 'en-US', 'average_rating': 4.31, 'ratings_count': 46742, 'image_url': 'https://images.gr-assets.com/books/1446876799m/6759.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}]}}, {'book': {'book_id': 1657, 'goodreads_book_id': 6759, 'work_id': 3271542, 'authors': ['David Foster Wallace'], 'title': 'Infinite Jest', 'isbn': '316921173', 'isbn13': 9780316921180.0, 'language_code': 'en-US', 'average_rating': 4.31, 'ratings_count': 46742, 'image_url': 'https://images.gr-assets.com/books/1446876799m/6759.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}]}}]"
233,Michael Lester,"[{'book': {'book_id': 595, 'goodreads_book_id': 5148, 'work_id': 39755, 'authors': ['John Knowles'], 'title': 'A Separate Peace', 'isbn': '743253973', 'isbn13': 9780743253970.0, 'language_code': 'en-US', 'average_rating': 3.56, 'ratings_count': 155901, 'image_url': 'https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png', 'tags': [{'tag_id': 7457, 'tag_name': 'classics'}, {'tag_id': 11557, 'tag_name': 'favorites'}]}, 'rating': 3}, {'book': {'book_id': 32, 'goodreads_book_id': 890, 'work_id': 40283, 'authors': ['John Steinbeck'], 'title': 'Of Mice and Men ', 'isbn': '142000671', 'isbn13': 9780142000670.0, 'language_code': 'eng', 'average_rating': 3.84, 'ratings_count': 1467496, 'image_url': 'https://images.gr-assets.com/books/1437235233m/890.jpg', 'tags': [{'tag_id': 7457, 'tag_name': 'classics'}, {'tag_id': 30574, 'tag_name': 'to-read'}]}, 'rating': 3}]","[{'book': {'book_id': 969, 'goodreads_book_id': 1911, 'work_id': 711993, 'authors': ['Thomas L. Friedman'], 'title': 'The World Is Flat: A Brief History of the Twenty-first Century', 'isbn': '374292795', 'isbn13': 9780374292800.0, 'language_code': 'en-US', 'average_rating': 3.66, 'ratings_count': 78271, 'image_url': 'https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}]}}, {'book': {'book_id': 969, 'goodreads_book_id': 1911, 'work_id': 711993, 'authors': ['Thomas L. Friedman'], 'title': 'The World Is Flat: A Brief History of the Twenty-first Century', 'isbn': '374292795', 'isbn13': 9780374292800.0, 'language_code': 'en-US', 'average_rating': 3.66, 'ratings_count': 78271, 'image_url': 'https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}]}}]"
237,David Smith,"[{'book': {'book_id': 3656, 'goodreads_book_id': 381704, 'work_id': 98, 'authors': ['Plum Sykes'], 'title': 'Bergdorf Blondes', 'isbn': '1401359604', 'isbn13': 9781401359610.0, 'language_code': 'en-US', 'average_rating': 3.26, 'ratings_count': 23795, 'image_url': 'https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png', 'tags': [{'tag_id': 11743, 'tag_name': 'fiction'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}]}, 'rating': 1}, {'book': {'book_id': 1856, 'goodreads_book_id': 79790, 'work_id': 3034, 'authors': ['Augusten Burroughs'], 'title': 'Magical Thinking: True Stories', 'isbn': '312315953', 'isbn13': 9780312315960.0, 'language_code': 'en-US', 'average_rating': 3.96, 'ratings_count': 45554, 'image_url': 'https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 19733, 'tag_name': 'memoir'}]}, 'rating': 4}]","[{'book': {'book_id': 2029, 'goodreads_book_id': 815309, 'work_id': 1698999, 'authors': ['Ian McEwan'], 'title': 'On Chesil Beach', 'isbn': '224081187', 'isbn13': 9780224081180.0, 'language_code': 'eng', 'average_rating': 3.54, 'ratings_count': 43698, 'image_url': 'https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 11743, 'tag_name': 'fiction'}]}}, {'book': {'book_id': 2029, 'goodreads_book_id': 815309, 'work_id': 1698999, 'authors': ['Ian McEwan'], 'title': 'On Chesil Beach', 'isbn': '224081187', 'isbn13': 9780224081180.0, 'language_code': 'eng', 'average_rating': 3.54, 'ratings_count': 43698, 'image_url': 'https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 11743, 'tag_name': 'fiction'}]}}]"
238,Nicholas Weber,"[{'book': {'book_id': 8882, 'goodreads_book_id': 300905, 'work_id': 156507, 'authors': ['عباس معروفی'], 'title': ' سمفونی مردگان', 'isbn': '9643113442', 'isbn13': 9789643113440.0, 'language_code': 'per', 'average_rating': 4.08, 'ratings_count': 6980, 'image_url': 'https://images.gr-assets.com/books/1333982726m/300905.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}]}, 'rating': 5}, {'book': {'book_id': 3590, 'goodreads_book_id': 35743, 'work_id': 922581, 'authors': ['Günter Grass'], 'title': 'Die Blechtrommel', 'isbn': '99483505', 'isbn13': 9780099483500.0, 'language_code': 'eng', 'average_rating': 3.96, 'ratings_count': 25332, 'image_url': 'https://images.gr-assets.com/books/1327945103m/35743.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}]}, 'rating': 5}]","[{'book': {'book_id': 94, 'goodreads_book_id': 320, 'work_id': 3295655, 'authors': ['Gabriel García Márquez', 'Gregory Rabassa'], 'title': 'Cien años de soledad', 'isbn': '60531045', 'isbn13': 9780060531040.0, 'language_code': 'eng', 'average_rating': 4.04, 'ratings_count': 490565, 'image_url': 'https://images.gr-assets.com/books/1327881361m/320.jpg', 'tags': [{'tag_id': 7457, 'tag_name': 'classics'}, {'tag_id': 30574, 'tag_name': 'to-read'}]}}, {'book': {'book_id': 94, 'goodreads_book_id': 320, 'work_id': 3295655, 'authors': ['Gabriel García Márquez', 'Gregory Rabassa'], 'title': 'Cien años de soledad', 'isbn': '60531045', 'isbn13': 9780060531040.0, 'language_code': 'eng', 'average_rating': 4.04, 'ratings_count': 490565, 'image_url': 'https://images.gr-assets.com/books/1327881361m/320.jpg', 'tags': [{'tag_id': 7457, 'tag_name': 'classics'}, {'tag_id': 30574, 'tag_name': 'to-read'}]}}]"
239,Mario Soto,"[{'book': {'book_id': 378, 'goodreads_book_id': 33917, 'work_id': 16171, 'authors': ['Jhumpa Lahiri'], 'title': 'The Namesake', 'isbn': '618485228', 'isbn13': 9780618485220.0, 'language_code': 'en-US', 'average_rating': 3.96, 'ratings_count': 184211, 'image_url': 'https://images.gr-assets.com/books/1480106986m/33917.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 15453, 'tag_name': 'india'}]}, 'rating': 4}, {'book': {'book_id': 316, 'goodreads_book_id': 9791, 'work_id': 613469, 'authors': ['Bill Bryson'], 'title': 'A Walk in the Woods', 'isbn': '307279464', 'isbn13': 9780307279460.0, 'language_code': 'eng', 'average_rating': 4.05, 'ratings_count': 250192, 'image_url': 'https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png', 'tags': [{'tag_id': 21689, 'tag_name': 'non-fiction'}, {'tag_id': 30574, 'tag_name': 'to-read'}]}, 'rating': 5}]","[{'book': {'book_id': 621, 'goodreads_book_id': 37732, 'work_id': 4121, 'authors': ['Judy Blume'], 'title': ""Are You There God? It's Me, Margaret"", 'isbn': '689841582', 'isbn13': 9780689841580.0, 'language_code': 'eng', 'average_rating': 3.89, 'ratings_count': 151789, 'image_url': 'https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 33114, 'tag_name': 'young-adult'}]}}, {'book': {'book_id': 621, 'goodreads_book_id': 37732, 'work_id': 4121, 'authors': ['Judy Blume'], 'title': ""Are You There God? It's Me, Margaret"", 'isbn': '689841582', 'isbn13': 9780689841580.0, 'language_code': 'eng', 'average_rating': 3.89, 'ratings_count': 151789, 'image_url': 'https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 33114, 'tag_name': 'young-adult'}]}}]"
240,Melissa Roberts,"[{'book': {'book_id': 1184, 'goodreads_book_id': 46164, 'work_id': 8272, 'authors': ['F. Scott Fitzgerald'], 'title': 'Tender Is the Night', 'isbn': '068480154X', 'isbn13': 9780684801540.0, 'language_code': 'en-US', 'average_rating': 3.83, 'ratings_count': 79008, 'image_url': 'https://images.gr-assets.com/books/1438797669m/46164.jpg', 'tags': [{'tag_id': 8717, 'tag_name': 'currently-reading'}, {'tag_id': 7457, 'tag_name': 'classics'}]}, 'rating': 5}, {'book': {'book_id': 7654, 'goodreads_book_id': 11430, 'work_id': 13887, 'authors': ['Karen Kingsbury', 'Gary Smalley'], 'title': 'Return', 'isbn': '842382895', 'isbn13': 9780842382890.0, 'language_code': 'eng', 'average_rating': 4.44, 'ratings_count': 11737, 'image_url': 'https://images.gr-assets.com/books/1406513762m/11430.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 7116, 'tag_name': 'christian-fiction'}]}, 'rating': 5}]","[{'book': {'book_id': 411, 'goodreads_book_id': 33722, 'work_id': 2914, 'authors': ['Sophie Kinsella'], 'title': 'The Undomestic Goddess', 'isbn': '385338694', 'isbn13': 9780385338690.0, 'language_code': 'eng', 'average_rating': 3.82, 'ratings_count': 200509, 'image_url': 'https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png', 'tags': [{'tag_id': 6750, 'tag_name': 'chick-lit'}, {'tag_id': 30574, 'tag_name': 'to-read'}]}}, {'book': {'book_id': 411, 'goodreads_book_id': 33722, 'work_id': 2914, 'authors': ['Sophie Kinsella'], 'title': 'The Undomestic Goddess', 'isbn': '385338694', 'isbn13': 9780385338690.0, 'language_code': 'eng', 'average_rating': 3.82, 'ratings_count': 200509, 'image_url': 'https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png', 'tags': [{'tag_id': 6750, 'tag_name': 'chick-lit'}, {'tag_id': 30574, 'tag_name': 'to-read'}]}}]"
242,Heather Hall,"[{'book': {'book_id': 1005, 'goodreads_book_id': 3711, 'work_id': 7480, 'authors': ['Zadie Smith'], 'title': 'White Teeth', 'isbn': '375703861', 'isbn13': 9780375703870.0, 'language_code': 'en-US', 'average_rating': 3.75, 'ratings_count': 82474, 'image_url': 'https://images.gr-assets.com/books/1374739885m/3711.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 11743, 'tag_name': 'fiction'}]}, 'rating': 3}, {'book': {'book_id': 32, 'goodreads_book_id': 890, 'work_id': 40283, 'authors': ['John Steinbeck'], 'title': 'Of Mice and Men ', 'isbn': '142000671', 'isbn13': 9780142000670.0, 'language_code': 'eng', 'average_rating': 3.84, 'ratings_count': 1467496, 'image_url': 'https://images.gr-assets.com/books/1437235233m/890.jpg', 'tags': [{'tag_id': 7457, 'tag_name': 'classics'}, {'tag_id': 30574, 'tag_name': 'to-read'}]}, 'rating': 4}]","[{'book': {'book_id': 5812, 'goodreads_book_id': 587666, 'work_id': 2117724, 'authors': ['Paulo Coelho'], 'title': 'Ser Como o Rio que Flui', 'isbn': '7235801', 'isbn13': 9780007235800.0, 'language_code': 'eng', 'average_rating': 3.93, 'ratings_count': 12708, 'image_url': 'https://images.gr-assets.com/books/1399717203m/587666.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}]}}, {'book': {'book_id': 5812, 'goodreads_book_id': 587666, 'work_id': 2117724, 'authors': ['Paulo Coelho'], 'title': 'Ser Como o Rio que Flui', 'isbn': '7235801', 'isbn13': 9780007235800.0, 'language_code': 'eng', 'average_rating': 3.93, 'ratings_count': 12708, 'image_url': 'https://images.gr-assets.com/books/1399717203m/587666.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}]}}]"
243,Lee Stephens,"[{'book': {'book_id': 92, 'goodreads_book_id': 1202, 'work_id': 5397, 'authors': ['Steven D. Levitt', 'Stephen J. Dubner'], 'title': 'Freakonomics: A Rogue Economist Explores the Hidden Side of Everything', 'isbn': '61234001', 'isbn13': 9780061234000.0, 'language_code': 'en-US', 'average_rating': 3.93, 'ratings_count': 524191, 'image_url': 'https://images.gr-assets.com/books/1327909092m/1202.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 21773, 'tag_name': 'nonfiction'}]}, 'rating': 2}, {'book': {'book_id': 378, 'goodreads_book_id': 33917, 'work_id': 16171, 'authors': ['Jhumpa Lahiri'], 'title': 'The Namesake', 'isbn': '618485228', 'isbn13': 9780618485220.0, 'language_code': 'en-US', 'average_rating': 3.96, 'ratings_count': 184211, 'image_url': 'https://images.gr-assets.com/books/1480106986m/33917.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 15453, 'tag_name': 'india'}]}, 'rating': 4}]","[{'book': {'book_id': 87, 'goodreads_book_id': 1617, 'work_id': 265616, 'authors': ['Elie Wiesel', 'Marion Wiesel'], 'title': 'Un di Velt Hot Geshvign', 'isbn': '374500010', 'isbn13': 9780374500020.0, 'language_code': 'eng', 'average_rating': 4.3, 'ratings_count': 691231, 'image_url': 'https://images.gr-assets.com/books/1473495285m/1617.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 21689, 'tag_name': 'non-fiction'}]}}, {'book': {'book_id': 87, 'goodreads_book_id': 1617, 'work_id': 265616, 'authors': ['Elie Wiesel', 'Marion Wiesel'], 'title': 'Un di Velt Hot Geshvign', 'isbn': '374500010', 'isbn13': 9780374500020.0, 'language_code': 'eng', 'average_rating': 4.3, 'ratings_count': 691231, 'image_url': 'https://images.gr-assets.com/books/1473495285m/1617.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 21689, 'tag_name': 'non-fiction'}]}}]"
